ticker,region,sub_region,country,objective,asset_class,hedge_ccy,leverage_typ,emerging_mkt,single_stock
CU2G,Americas,Northern America,United States,Large/Mid Cap,Equity,nan,nan,False,False
CU2U,Americas,Northern America,United States,Large/Mid Cap,Equity,nan,nan,False,False
CU31,Americas,Northern America,United States,Government,Fixed Income,nan,nan,False,False
CU71,Americas,Northern America,United States,Government,Fixed Income,nan,nan,False,False
CUK,Europe,Northern Europe,United Kingdom,Large/Mid Cap,Equity,nan,nan,False,False
CUKS,Europe,Northern Europe,United Kingdom,Small Cap,Equity,nan,nan,False,False
CUKX,Europe,Northern Europe,United Kingdom,Large Cap,Equity,nan,nan,False,False
CURE,,,,Healthcare Innovations,Equity,nan,nan,False,False
CURG,,,,Healthcare Innovations,Equity,nan,nan,False,False
CUS1,Americas,Northern America,United States,Small Cap,Equity,nan,nan,False,False
CUSS,Americas,Northern America,United States,Small Cap,Equity,nan,nan,False,False
CVCE,Europe,,,Corporate,Fixed Income,nan,nan,False,False
CVCG,Europe,,,Corporate,Fixed Income,nan,nan,False,False
CVGB,,,,Smart Home,Equity,nan,nan,False,False
CW8G,,,,Large/Mid Cap,Equity,nan,nan,False,False
CW8U,,,,Large/Mid Cap,Equity,nan,nan,False,False
CWEU,,,,Clean Energy,Equity,nan,nan,False,False
CWFG,,,,Financial Services,Equity,nan,nan,False,False
CWFU,,,,Financial Services,Equity,nan,nan,False,False
CXAD,,,,Ex Agriculture,Commodity,nan,nan,False,False
CXAP,,,,Ex Agriculture,Commodity,nan,nan,False,False
CXAS,,,,Ex Agriculture,Commodity,nan,nan,False,False
CXAU,,,,Ex Agriculture,Commodity,nan,nan,False,False
CYBG,,,,Healthcare Innovations,Equity,nan,nan,False,False
CYBO,,,,Healthcare Innovations,Equity,nan,nan,False,False
CYBP,,,,Cybersecurity,Equity,nan,nan,False,False
CYBR,,,,Cybersecurity,Equity,nan,nan,False,False
CYCL,,,,Circular Economy,Equity,nan,nan,False,False
CYGB,Asia,Eastern Asia,China,Government,Fixed Income,nan,nan,False,False
CYN,,,,Mining,Equity,nan,nan,False,False
CYSE,,,,Cybersecurity,Equity,nan,nan,False,False
D467,Europe,Northern Europe,United Kingdom,VCT,VCT,nan,nan,False,False
DAGB,,,,Blockchain,Equity,nan,nan,False,False
DAPP,,,,Blockchain,Equity,nan,nan,False,False
DAXX,Europe,Western Europe,Germany,Large Cap,Equity,nan,nan,False,False
DBRC,,,,BRIC,Equity,nan,nan,True,False
DDBG,Americas,Northern America,United States,Government,Fixed Income,nan,nan,False,False
DEL2,Europe,Western Europe,Germany,Large Cap,Equity,nan,Long,False,False
DEM,,,,Income,Equity,nan,nan,True,False
DEMD,,,,Income,Equity,nan,nan,True,False
DEMR,,,,Income,Equity,nan,nan,True,False
DEMS,,,,Income,Equity,nan,nan,True,False
DES2,Europe,Western Europe,Germany,Large Cap,Equity,nan,Short,False,False
DFDU,,,,Income,Equity,nan,nan,False,False
DFE,Europe,,,Small Cap,Equity,nan,nan,False,False
DFEA,Europe,,,Small Cap,Equity,nan,nan,False,False
DFEE,Europe,,,Small Cap,Equity,nan,nan,False,False
DFEP,Europe,,,Small Cap,Equity,nan,nan,False,False
DFNG,,,,Defense,Equity,nan,nan,False,False
DFNS,,,,Defense,Equity,nan,nan,False,False
DGI9,,,,Infrastructure - Digital,Equity,nan,nan,False,False
DGIT,,,,Digitalisation,Equity,nan,nan,False,False
DGN,Asia,,,All Cap,Equity,nan,nan,False,False
DGRA,Americas,Northern America,United States,Income,Equity,nan,nan,False,False
DGRG,Americas,Northern America,United States,Income,Equity,nan,nan,False,False
DGRP,Americas,Northern America,United States,Income,Equity,nan,nan,False,False
DGRW,Americas,Northern America,United States,Income,Equity,nan,nan,False,False
DGSD,,,,Small Cap,Equity,nan,nan,True,False
DGSE,,,,Small Cap,Equity,nan,nan,True,False
DGTL,,,,Digitalisation,Equity,nan,nan,False,False
DH2O,,,,Utilities - Water,Equity,nan,nan,False,False
DHS,Americas,Northern America,United States,Income,Equity,nan,nan,False,False
DHSA,Americas,Northern America,United States,Income,Equity,nan,nan,False,False
DHSD,Americas,Northern America,United States,Income,Equity,nan,nan,False,False
DHSG,Americas,Northern America,United States,Income,Equity,GBP,nan,False,False
DHSP,Americas,Northern America,United States,Income,Equity,nan,nan,False,False
DHYA,,,,High Yield,Fixed Income,nan,nan,False,False
DHYG,,,,High Yield,Fixed Income,nan,nan,False,False
DIG,Europe,Northern Europe,United Kingdom,All Cap,Equity,nan,nan,False,False
DIGE,,,,Metaverse,Equity,nan,nan,False,False
DIGI,,,,Infrastructure - Digital,Equity,nan,nan,False,False
DIVI,Europe,Northern Europe,United Kingdom,All Cap,Equity,nan,nan,False,False
DJEL,Americas,Northern America,United States,Industrials,Equity,nan,nan,False,False
DJEU,Americas,Northern America,United States,Industrials,Equity,nan,nan,False,False
DJMC,Europe,,,Mid Cap,Equity,nan,nan,False,False
DJSC,Europe,,,Small Cap,Equity,nan,nan,False,False
DL2P,Europe,Western Europe,Germany,Large Cap,Equity,nan,Long,False,False
DLTM,Americas,Latin America and the Caribbean,,Large/Mid Cap,Equity,nan,nan,False,False
DMAD,,,,Disruptive Materials,Equity,nan,nan,False,False
DMAG,,,,Disruptive Materials,Equity,nan,nan,False,False
DMAT,,,,Disruptive Materials,Equity,nan,nan,False,False
DNE,,,,Private Equity,Equity,nan,nan,False,False
DOCG,,,,Healthcare Innovations,Equity,nan,nan,False,False
DOCT,,,,Healthcare Innovations,Equity,nan,nan,False,False
DORE,,,,Clean Energy,Equity,nan,nan,False,False
DPAG,,,,Fintech,Equity,nan,nan,False,False
DPAY,,,,Fintech,Equity,nan,nan,False,False
DPYA,,,,Real Estate,Equity,nan,nan,False,False
DPYE,,,,Real Estate,Equity,EUR,nan,False,False
DPYG,,,,Real Estate,Equity,GBP,nan,False,False
DRDR,,,,Healthcare Innovations,Equity,nan,nan,False,False
DRGG,Asia,Eastern Asia,China,Local Currency,Fixed Income,nan,nan,False,False
DRGN,Asia,Eastern Asia,China,Local Currency,Fixed Income,nan,nan,False,False
DRVE,,,,Electric Cars,Equity,nan,nan,False,False
DRVG,,,,Electric Cars,Equity,nan,nan,False,False
DS2P,Europe,Western Europe,Germany,Large Cap,Equity,nan,Short,False,False
DSM,,,,Micro Cap,Equity,nan,nan,False,False
DSUS,Americas,Northern America,United States,Government,Fixed Income,nan,Short,False,False
DTEC,,,,Disruptive Technology,Equity,nan,nan,False,False
DTLA,Americas,Northern America,United States,Government,Fixed Income,nan,nan,False,False
DTLE,Americas,Northern America,United States,Government,Fixed Income,nan,nan,False,False
DTRE,,,,Real Estate,Equity,nan,nan,False,False
DVNO,,,,Loans,Fixed Income,nan,nan,False,False
DXJ,Asia,Eastern Asia,Japan,Large/Mid Cap,Equity,USD,nan,False,False
DXJA,Asia,Eastern Asia,Japan,Large/Mid Cap,Equity,USD,nan,False,False
DXJG,Asia,Eastern Asia,Japan,Large/Mid Cap,Equity,nan,nan,False,False
DXJP,Asia,Eastern Asia,Japan,Large/Mid Cap,Equity,GBP,nan,False,False
DXJZ,Asia,Eastern Asia,Japan,Large/Mid Cap,Equity,nan,nan,False,False
E127,,,,Large/Mid Cap,Equity,nan,nan,True,False
EABE,Europe,,,Climate Transition,Equity,nan,nan,False,False
EABG,,,,Large/Mid Cap,Equity,nan,nan,False,False
EAHG,,,,Aggregate,Fixed Income,GBP,nan,False,False
EART,,,,Government,Fixed Income,nan,nan,False,False
EAT,Europe,,,Small/Mid Cap,Equity,nan,nan,False,False
EBIG,,,,Ecommerce,Equity,nan,nan,False,False
EBIZ,,,,Ecommerce,Equity,nan,nan,False,False
EBUY,,,,Metaverse,Equity,nan,nan,False,False
ECAR,,,,Electric Cars,Equity,nan,nan,False,False
ECGH,,,,Broad Based,Commodity,GBP,nan,False,False
ECOG,,,,Ecommerce Logisitics,Equity,nan,nan,False,False
ECOM,,,,Ecommerce Logisitics,Equity,nan,nan,False,False
ECRP,,,,Corporate,Fixed Income,nan,nan,False,False
EDG2,,,,Large/Mid Cap,Equity,nan,nan,True,False
EDIN,Europe,Northern Europe,United Kingdom,All Cap,Equity,nan,nan,False,False
EDIV,Europe,,,Income,Equity,nan,nan,False,False
EDOC,,,,Healthcare Innovations,Equity,nan,nan,False,False
EDOG,,,,Healthcare Innovations,Equity,nan,nan,False,False
EDVD,,,,Large/Mid Cap,Equity,nan,nan,True,False
EEDG,Americas,Northern America,United States,Large/Mid Cap,Equity,nan,nan,False,False
EEDM,,,,Large/Mid Cap,Equity,nan,nan,True,False
EEDS,Americas,Northern America,United States,Large/Mid Cap,Equity,nan,nan,False,False
EEI,Europe,,,Income,Equity,nan,nan,False,False
EEIA,Europe,,,Income,Equity,nan,nan,False,False
EEIE,Europe,,,Income,Equity,nan,nan,False,False
EEIP,Europe,,,Income,Equity,nan,nan,False,False
EEJD,Asia,Eastern Asia,Japan,Large/Mid Cap,Equity,nan,nan,False,False
EEJG,Asia,Eastern Asia,Japan,Large/Mid Cap,Equity,nan,nan,False,False
EEUD,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
EEWD,,,,Large/Mid Cap,Equity,nan,nan,False,False
EEWG,,,,Large/Mid Cap,Equity,nan,nan,False,False
EEXF,Europe,,,Corporate,Fixed Income,nan,nan,False,False
EFRN,Europe,,,Floating Rate,Fixed Income,nan,nan,False,False
EGDM,,,,Large/Mid Cap,Equity,nan,nan,True,False
EGL,,,,Utilities,Equity,nan,nan,False,False
EGMW,,,,Large/Mid Cap,Equity,nan,nan,False,False
EGOG,,,,Government,Fixed Income,nan,nan,False,False
EGOV,,,,Large/Mid Cap,Equity,nan,nan,False,False
EGRA,Europe,,,Income,Equity,nan,nan,False,False
EGRG,Europe,,,Income,Equity,nan,nan,False,False
EGRP,Europe,,,Income,Equity,nan,nan,False,False
EGRW,Europe,,,Income,Equity,nan,nan,False,False
EHEF,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
EHYB,Europe,,,AT1,Fixed Income,nan,nan,False,False
EHYG,,,,High Yield,Fixed Income,nan,nan,False,False
EIMI,,,,Large/Mid Cap,Equity,nan,nan,True,False
EIMU,,,,Large/Mid Cap,Equity,nan,nan,True,False
EJFI,,,,Multi Asset,Multi Asset,nan,nan,False,False
ELCR,,,,Future Mobility,Equity,nan,nan,False,False
ELEC,,,,Infrastructure - EV,Equity,nan,nan,False,False
ELEP,,,,Infrastructure - EV,Equity,nan,nan,False,False
ELLE,,,,Gender Equality,Equity,nan,nan,False,False
EMAD,,,,Large/Mid Cap,Equity,nan,nan,True,False
EMAG,,,,Corporate,Fixed Income,nan,nan,True,False
EMAS,,,,Large/Mid Cap,Equity,nan,nan,True,False
EMAU,,,,Corporate,Fixed Income,nan,nan,True,False
EMBE,,,,Aggregate,Fixed Income,EUR,nan,True,False
EMCA,,,,Corporate,Fixed Income,nan,nan,True,False
EMCP,,,,Corporate,Fixed Income,nan,nan,True,False
EMCR,,,,Corporate,Fixed Income,nan,nan,True,False
EMCV,,,,Aggregate,Fixed Income,nan,nan,True,False
EMD5,,,,Government,Fixed Income,nan,nan,True,False
EMDD,,,,Local Currency,Fixed Income,nan,nan,True,False
EMDG,,,,Government,Fixed Income,nan,nan,True,False
EMDH,,,,Corporate,Fixed Income,nan,nan,True,False
EMDL,,,,Local Currency,Fixed Income,nan,nan,True,False
EMDV,,,,Large/Mid Cap,Equity,nan,nan,True,False
EMES,,,,Aggregate,Fixed Income,nan,nan,True,False
EMGA,,,,Government,Fixed Income,nan,nan,True,False
EMGB,,,,Local Currency,Fixed Income,nan,nan,True,False
EMGU,,,,Large/Mid Cap,Equity,nan,nan,True,False
EMH5,,,,Government,Fixed Income,nan,nan,True,False
EMHD,,,,Income,Equity,nan,nan,True,False
EMHF,,,,Large/Mid Cap,Equity,nan,nan,True,False
EMHG,,,,Aggregate,Fixed Income,nan,nan,True,False
EMID,Europe,,,Mid Cap,Equity,nan,nan,False,False
EMIG,,,,Aggregate,Fixed Income,nan,nan,True,False
EMIM,,,,Large/Mid Cap,Equity,nan,nan,True,False
EMLB,,,,Local Currency,Fixed Income,nan,nan,True,False
EMLC,,,,Local Currency,Fixed Income,nan,nan,True,False
EMLI,,,,Local Currency,Fixed Income,nan,nan,True,False
EMLO,,,,Local Currency,Fixed Income,nan,nan,True,False
EMLP,,,,Local Currency,Fixed Income,nan,nan,True,False
EMMV,,,,Minimum Volatility,Equity,nan,nan,True,False
EMPR,,,,Large/Mid Cap,Equity,nan,nan,True,False
EMQP,,,,Ecommerce,Equity,nan,nan,True,False
EMQQ,,,,Ecommerce,Equity,nan,nan,True,False
EMRD,,,,Large/Mid Cap,Equity,nan,nan,True,False
EMRJ,,,,Ecommerce,Equity,nan,nan,False,False
EMRP,,,,Ecommerce,Equity,nan,nan,False,False
EMSA,,,,Aggregate,Fixed Income,nan,nan,True,False
EMSD,,,,Small Cap,Equity,nan,nan,True,False
EMSM,,,,Small Cap,Equity,nan,nan,True,False
EMUD,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
EMUG,,,,Corporate,Fixed Income,nan,nan,True,False
EMUS,,,,Corporate,Fixed Income,nan,nan,True,False
EMUU,Europe,,,Large/Mid Cap,Equity,USD,nan,False,False
EMV,,,,Minimum Volatility,Equity,nan,nan,True,False
EMVL,,,,Value,Equity,nan,nan,True,False
EMXC,,,,Large/Mid Cap,Equity,nan,nan,True,False
EMXG,,,,Large/Mid Cap,Equity,nan,nan,True,False
EMXU,,,,Large/Mid Cap,Equity,nan,nan,True,False
ENCG,,,,Broad Based,Commodity,nan,nan,False,False
ENCO,,,,Broad Based,Commodity,nan,nan,False,False
ENEF,,,,Energy,Commodity,nan,nan,False,False
ENGB,,,,Energy,Commodity,nan,nan,False,False
ENGE,Europe,,,Energy,Equity,nan,nan,False,False
ENGW,,,,Energy,Equity,nan,nan,False,False
ENGY,Europe,,,Energy,Equity,nan,nan,False,False
ENRU,,,,Energy,Commodity,nan,nan,False,False
EOT,Europe,,,All Cap,Equity,nan,nan,False,False
EPAB,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
EPRA,,,,Real Estate,Equity,nan,nan,False,False
EQDS,Europe,,,Income,Equity,nan,nan,False,False
EQGB,Americas,Northern America,United States,Technology,Equity,GBP,nan,False,False
EQJS,Americas,Northern America,United States,Technology,Equity,nan,nan,False,False
EQQD,Americas,Northern America,United States,Technology,Equity,nan,nan,False,False
EQQJ,Americas,Northern America,United States,Technology,Equity,nan,nan,False,False
EQQQ,Americas,Northern America,United States,Technology,Equity,nan,nan,False,False
EQQS,Americas,Northern America,United States,Technology,Equity,nan,nan,False,False
EQQU,Americas,Northern America,United States,Technology,Equity,nan,nan,False,False
EQSG,Americas,Northern America,United States,Technology,Equity,nan,nan,False,False
ERN1,Americas,Northern America,United States,Cash,Fixed Income,nan,nan,False,False
ERNA,Americas,Northern America,United States,Cash,Fixed Income,nan,nan,False,False
ERND,Americas,Northern America,United States,Cash,Fixed Income,nan,nan,False,False
ERNE,Americas,Northern America,United States,Cash,Fixed Income,nan,nan,False,False
ERNS,Americas,Northern America,United States,Cash,Fixed Income,nan,nan,False,False
ERNU,Americas,Northern America,United States,Cash,Fixed Income,nan,nan,False,False
ERO,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
ES15,Europe,Northern Europe,United Kingdom,Corporate,Fixed Income,nan,nan,False,False
ESCT,Europe,,,Small Cap,Equity,nan,nan,False,False
ESDG,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
ESDU,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
ESEM,,,,Large/Mid Cap,Equity,nan,nan,True,False
ESES,,,,Large/Mid Cap,Equity,nan,nan,True,False
ESEU,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
ESGB,,,,Video Games,Equity,nan,nan,False,False
ESGE,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
ESGG,,,,Large/Mid Cap,Equity,nan,nan,False,False
ESGJ,Asia,Eastern Asia,Japan,Large/Mid Cap,Equity,nan,nan,False,False
ESGL,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
ESGO,,,,Mining - Gold,Equity,nan,nan,False,False
ESGP,,,,Mining - Gold,Equity,nan,nan,False,False
ESGS,Americas,Northern America,United States,Large/Mid Cap,Equity,nan,nan,False,False
ESGU,Americas,Northern America,United States,Large/Mid Cap,Equity,nan,nan,False,False
ESGW,,,,Large/Mid Cap,Equity,nan,nan,False,False
ESIC,Europe,,,Consumer Discretionary,Equity,nan,nan,False,False
ESIE,Europe,,,Energy,Equity,nan,nan,False,False
ESIF,Europe,,,Financial Services,Equity,nan,nan,False,False
ESIH,,,,Healthcare,Equity,nan,nan,False,False
ESIN,,,,Industrials,Equity,nan,nan,False,False
ESIS,Europe,,,Consumer Staples,Equity,nan,nan,False,False
ESIT,Europe,,,Industrials,Equity,nan,nan,False,False
ESJS,Asia,Eastern Asia,Japan,Large/Mid Cap,Equity,nan,nan,False,False
ESO,,,,Small/Mid Cap,Equity,nan,nan,False,False
ESPB,Americas,Northern America,United States,Large/Mid Cap,Equity,nan,nan,False,False
ESPJ,Asia,,,Large/Mid Cap,Equity,nan,nan,False,False
ESPO,,,,Video Games,Equity,nan,nan,False,False
ESPS,Asia,,,Large/Mid Cap,Equity,nan,nan,False,False
ESPY,,,,Cybersecurity,Equity,nan,nan,True,False
ESRG,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
ESRU,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
ESUD,Americas,Northern America,United States,Large/Mid Cap,Equity,nan,nan,False,False
ESUS,Americas,Northern America,United States,Large/Mid Cap,Equity,nan,nan,False,False
EU13,Europe,,,Government,Fixed Income,nan,nan,False,False
EUCO,Europe,,,Corporate,Fixed Income,nan,nan,False,False
EUDI,Europe,,,Income,Equity,nan,nan,False,False
EUDV,Europe,,,Income,Equity,nan,nan,False,False
EUE,Europe,,,Large Cap,Equity,nan,nan,False,False
EUFM,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
EUHD,Europe,,,Income,Equity,nan,nan,False,False
EUMD,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
EUMV,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
EUN,Europe,,,Large Cap,Equity,nan,nan,False,False
EUP3,,,,Currency,Currency,nan,Long,False,False
EUP5,,,,Currency,Currency,nan,Long,False,False
EUPA,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
EUSR,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
EUXS,Europe,,,Large/Mid Cap,Equity,GBP,nan,False,False
EVAL,Europe,,,Value,Equity,nan,nan,False,False
EWI,,,,Large/Mid Cap,Equity,nan,nan,False,False
EWQX,Americas,Northern America,United States,Technology,Equity,nan,nan,False,False
EWSP,Americas,Northern America,United States,Large Cap,Equity,nan,nan,False,False
EXCS,,,,Large/Mid Cap,Equity,nan,nan,True,False
EYED,Europe,,,Energy,Equity,nan,nan,False,False
FA17,,,,Other,Multi Asset,nan,nan,False,False
FAGB,Americas,Northern America,United States,High Yield,Fixed Income,GBP,nan,False,False
FAGR,,,,Agriculture & Livestock,Commodity,nan,nan,False,False
FAHY,Americas,Northern America,United States,High Yield,Fixed Income,nan,nan,False,False
FAIG,,,,Broad Based,Commodity,nan,nan,False,False
FAIR,,,,Loans,Fixed Income,nan,nan,False,False
FAPI,,,,Cloud Computing and Internet,Equity,nan,nan,False,False
FAS,Asia,,,Small/Mid Cap,Equity,nan,nan,False,False
FASA,Europe,Northern Europe,United Kingdom,Large/Mid Cap,Equity,nan,nan,False,False
FASE,Europe,Northern Europe,United Kingdom,Large/Mid Cap,Equity,nan,nan,False,False
FBRT,,,,Energy,Commodity,nan,nan,False,False
FBT,,,,Healthcare Innovations,Equity,nan,nan,False,False
FBTU,,,,Healthcare Innovations,Equity,nan,nan,False,False
FCAR,,,,Electric Cars,Equity,nan,nan,False,False
FCBR,,,,Cybersecurity,Equity,nan,nan,False,False
FCIT,,,,All Cap,Equity,nan,nan,False,False
FCLD,,,,Cloud Computing and Internet,Equity,nan,nan,False,False
FCRU,,,,Energy,Commodity,nan,nan,False,False
FCSG,,,,Large Cap,Equity,nan,nan,False,False
FCSS,Asia,Eastern Asia,China,All Cap,Equity,nan,nan,False,False
FDHT,,,,Healthcare,Equity,nan,nan,False,False
FDIU,,,,Cloud Computing and Internet,Equity,nan,nan,False,False
FDN,,,,Cloud Computing and Internet,Equity,nan,nan,False,False
FDNI,,,,Cloud Computing and Internet,Equity,nan,nan,False,False
FDNU,,,,Cloud Computing and Internet,Equity,nan,nan,False,False
FDOC,,,,Healthcare,Equity,nan,nan,False,False
FDRV,,,,Electric Cars,Equity,nan,nan,False,False
FEDF,Americas,Northern America,United States,Cash,Fixed Income,nan,nan,False,False
FEDG,Americas,Northern America,United States,Cash,Fixed Income,nan,nan,False,False
FEM,,,,Large/Mid Cap,Equity,nan,nan,True,False
FEMD,,,,Income,Equity,nan,nan,True,False
FEME,,,,Income,Equity,nan,nan,True,False
FEMI,,,,Income,Equity,nan,nan,True,False
FEMP,,,,Aggregate,Fixed Income,GBP,nan,False,False
FEMQ,,,,Income,Equity,nan,nan,True,False
FEMR,,,,Large/Mid Cap,Equity,nan,nan,True,False
FEMS,,,,Large/Mid Cap,Equity,nan,nan,True,False
FEMU,,,,Large/Mid Cap,Equity,nan,nan,True,False
FEQD,Europe,,,Income,Equity,nan,nan,False,False
FEQP,Europe,,,Income,Equity,GBP,nan,False,False
FEUD,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
FEUI,Europe,,,Income,Equity,nan,nan,False,False
FEUR,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
FEUZ,Europe,,,Large/Mid Cap,Equity,nan,nan,False,False
FEV,Europe,,,All Cap,Equity,nan,nan,False,False
FEX,Americas,Northern America,United States,Large Cap,Equity,nan,nan,False,False
FEXD,Americas,Northern America,United States,Large Cap,Equity,nan,nan,False,False
FEXU,Americas,Northern America,United States,Large Cap,Equity,nan,nan,False,False
FGBL,,,,Income,Equity,nan,nan,False,False
FGGB,,,,Government,Fixed Income,nan,nan,False,False
FGGP,,,,Government,Fixed Income,nan,nan,False,False
FGHU,,,,High Yield,Fixed Income,nan,nan,False,False
FGHY,,,,High Yield,Fixed Income,nan,nan,False,False
FGLR,,,,Large/Mid Cap,Equity,nan,nan,False,False
